ID,FILE_FAKE,VOICE_FAKE,MUSIC_FAKE,VOICE_PRESENT,MUSIC_PRESENT,AUDIO_TYPE,CONDITION,SOURCE,CODEC,VOICE_SOURCE_ID,MUSIC_SOURCE_ID,SNR_DB,PARENT_ID,CHANNEL,SOURCE_DATASET,GENERATOR,GROUP_ID,SPLIT,VOCODER,SPEAKER,DURATION
voice_0028__phonefact_opus_nb_8k,0,0.0,,1,0,voice,speech_only,vcc2018,high_mp3,,,,voice_0028,opus_nb_8k,asvspoof_voice_v1,-,,,bonafide,VCC2SF2,6.225625
voice_0029__phonefact_resample8k,0,0.0,,1,0,voice,speech_only,asvspoof,low_ogg,,,,voice_0029,resample8k,asvspoof_voice_v1,-,,,bonafide,LA_0046,5.224
voice_0029__phonefact_g711_ulaw,0,0.0,,1,0,voice,speech_only,asvspoof,low_ogg,,,,voice_0029,g711_ulaw,asvspoof_voice_v1,-,,,bonafide,LA_0046,5.224
voice_0029__phonefact_g726_24k,0,0.0,,1,0,voice,speech_only,asvspoof,low_ogg,,,,voice_0029,g726_24k,asvspoof_voice_v1,-,,,bonafide,LA_0046,5.224
voice_0029__phonefact_opus_nb_8k,0,0.0,,1,0,voice,speech_only,asvspoof,low_ogg,,,,voice_0029,opus_nb_8k,asvspoof_voice_v1,-,,,bonafide,LA_0046,5.224
voice_0030__phonefact_resample8k,0,0.0,,1,0,voice,speech_only,vcc2020,low_ogg,,,,voice_0030,resample8k,asvspoof_voice_v1,-,,,bonafide,TFM1,4.888
voice_0030__phonefact_g711_ulaw,0,0.0,,1,0,voice,speech_only,vcc2020,low_ogg,,,,voice_0030,g711_ulaw,asvspoof_voice_v1,-,,,bonafide,TFM1,4.888
voice_0030__phonefact_g726_24k,0,0.0,,1,0,voice,speech_only,vcc2020,low_ogg,,,,voice_0030,g726_24k,asvspoof_voice_v1,-,,,bonafide,TFM1,4.888
voice_0030__phonefact_opus_nb_8k,0,0.0,,1,0,voice,speech_only,vcc2020,low_ogg,,,,voice_0030,opus_nb_8k,asvspoof_voice_v1,-,,,bonafide,TFM1,4.888
voice_0031__phonefact_resample8k,0,0.0,,1,0,voice,speech_only,asvspoof,mp3m4a,,,,voice_0031,resample8k,asvspoof_voice_v1,-,,,bonafide,LA_0009,5.12
voice_0031__phonefact_g711_ulaw,0,0.0,,1,0,voice,speech_only,asvspoof,mp3m4a,,,,voice_0031,g711_ulaw,asvspoof_voice_v1,-,,,bonafide,LA_0009,5.12
voice_0031__phonefact_g726_24k,0,0.0,,1,0,voice,speech_only,asvspoof,mp3m4a,,,,voice_0031,g726_24k,asvspoof_voice_v1,-,,,bonafide,LA_0009,5.12
voice_0031__phonefact_opus_nb_8k,0,0.0,,1,0,voice,speech_only,asvspoof,mp3m4a,,,,voice_0031,opus_nb_8k,asvspoof_voice_v1,-,,,bonafide,LA_0009,5.12
voice_0032__phonefact_resample8k,0,0.0,,1,0,voice,speech_only,vcc2020,oggm4a,,,,voice_0032,resample8k,asvspoof_voice_v1,-,,,bonafide,TGM1,5.248
voice_0032__phonefact_g711_ulaw,0,0.0,,1,0,voice,speech_only,vcc2020,oggm4a,,,,voice_0032,g711_ulaw,asvspoof_voice_v1,-,,,bonafide,TGM1,5.248
voice_0032__phonefact_g726_24k,0,0.0,,1,0,voice,speech_only,vcc2020,oggm4a,,,,voice_0032,g726_24k,asvspoof_voice_v1,-,,,bonafide,TGM1,5.248
voice_0032__phonefact_opus_nb_8k,0,0.0,,1,0,voice,speech_only,vcc2020,oggm4a,,,,voice_0032,opus_nb_8k,asvspoof_voice_v1,-,,,bonafide,TGM1,5.248
voice_0033__phonefact_resample8k,0,0.0,,1,0,voice,speech_only,asvspoof,high_mp3,,,,voice_0033,resample8k,asvspoof_voice_v1,-,,,bonafide,LA_0011,4.8659375
voice_0033__phonefact_g711_ulaw,0,0.0,,1,0,voice,speech_only,asvspoof,high_mp3,,,,voice_0033,g711_ulaw,asvspoof_voice_v1,-,,,bonafide,LA_0011,4.8659375
voice_0033__phonefact_g726_24k,0,0.0,,1,0,voice,speech_only,asvspoof,high_mp3,,,,voice_0033,g726_24k,asvspoof_voice_v1,-,,,bonafide,LA_0011,4.8659375
voice_0033__phonefact_opus_nb_8k,0,0.0,,1,0,voice,speech_only,asvspoof,high_mp3,,,,voice_0033,opus_nb_8k,asvspoof_voice_v1,-,,,bonafide,LA_0011,4.8659375
voice_0034__phonefact_resample8k,0,0.0,,1,0,voice,speech_only,asvspoof,high_m4a,,,,voice_0034,resample8k,asvspoof_voice_v1,-,,,bonafide,LA_0011,4.544
voice_0034__phonefact_g711_ulaw,0,0.0,,1,0,voice,speech_only,asvspoof,high_m4a,,,,voice_0034,g711_ulaw,asvspoof_voice_v1,-,,,bonafide,LA_0011,4.544
voice_0034__phonefact_g726_24k,0,0.0,,1,0,voice,speech_only,asvspoof,high_m4a,,,,voice_0034,g726_24k,asvspoof_voice_v1,-,,,bonafide,LA_0011,4.544
voice_0034__phonefact_opus_nb_8k,0,0.0,,1,0,voice,speech_only,asvspoof,high_m4a,,,,voice_0034,opus_nb_8k,asvspoof_voice_v1,-,,,bonafide,LA_0011,4.544
voice_0035__phonefact_resample8k,0,0.0,,1,0,voice,speech_only,asvspoof,low_mp3,,,,voice_0035,resample8k,asvspoof_voice_v1,-,,,bonafide,LA_0030,5.33625
voice_0035__phonefact_g711_ulaw,0,0.0,,1,0,voice,speech_only,asvspoof,low_mp3,,,,voice_0035,g711_ulaw,asvspoof_voice_v1,-,,,bonafide,LA_0030,5.33625
voice_0035__phonefact_g726_24k,0,0.0,,1,0,voice,speech_only,asvspoof,low_mp3,,,,voice_0035,g726_24k,asvspoof_voice_v1,-,,,bonafide,LA_0030,5.33625
voice_0035__phonefact_opus_nb_8k,0,0.0,,1,0,voice,speech_only,asvspoof,low_mp3,,,,voice_0035,opus_nb_8k,asvspoof_voice_v1,-,,,bonafide,LA_0030,5.33625
voice_0036__phonefact_resample8k,0,0.0,,1,0,voice,speech_only,vcc2020,nocodec,,,,voice_0036,resample8k,asvspoof_voice_v1,-,,,bonafide,TGF1,4.85875
voice_0036__phonefact_g711_ulaw,0,0.0,,1,0,voice,speech_only,vcc2020,nocodec,,,,voice_0036,g711_ulaw,asvspoof_voice_v1,-,,,bonafide,TGF1,4.85875
voice_0036__phonefact_g726_24k,0,0.0,,1,0,voice,speech_only,vcc2020,nocodec,,,,voice_0036,g726_24k,asvspoof_voice_v1,-,,,bonafide,TGF1,4.85875
voice_0036__phonefact_opus_nb_8k,0,0.0,,1,0,voice,speech_only,vcc2020,nocodec,,,,voice_0036,opus_nb_8k,asvspoof_voice_v1,-,,,bonafide,TGF1,4.85875
voice_0037__phonefact_resample8k,0,0.0,,1,0,voice,speech_only,vcc2020,high_m4a,,,,voice_0037,resample8k,asvspoof_voice_v1,-,,,bonafide,TGF1,4.48
voice_0037__phonefact_g711_ulaw,0,0.0,,1,0,voice,speech_only,vcc2020,high_m4a,,,,voice_0037,g711_ulaw,asvspoof_voice_v1,-,,,bonafide,TGF1,4.48
voice_0037__phonefact_g726_24k,0,0.0,,1,0,voice,speech_only,vcc2020,high_m4a,,,,voice_0037,g726_24k,asvspoof_voice_v1,-,,,bonafide,TGF1,4.48
voice_0037__phonefact_opus_nb_8k,0,0.0,,1,0,voice,speech_only,vcc2020,high_m4a,,,,voice_0037,opus_nb_8k,asvspoof_voice_v1,-,,,bonafide,TGF1,4.48
voice_0038__phonefact_resample8k,0,0.0,,1,0,voice,speech_only,vcc2020,mp3m4a,,,,voice_0038,resample8k,asvspoof_voice_v1,-,,,bonafide,SEF2,4.288
voice_0038__phonefact_g711_ulaw,0,0.0,,1,0,voice,speech_only,vcc2020,mp3m4a,,,,voice_0038,g711_ulaw,asvspoof_voice_v1,-,,,bonafide,SEF2,4.288
voice_0038__phonefact_g726_24k,0,0.0,,1,0,voice,speech_only,vcc2020,mp3m4a,,,,voice_0038,g726_24k,asvspoof_voice_v1,-,,,bonafide,SEF2,4.288
voice_0038__phonefact_opus_nb_8k,0,0.0,,1,0,voice,speech_only,vcc2020,mp3m4a,,,,voice_0038,opus_nb_8k,asvspoof_voice_v1,-,,,bonafide,SEF2,4.288
voice_0039__phonefact_resample8k,0,0.0,,1,0,voice,speech_only,vcc2018,low_m4a,,,,voice_0039,resample8k,asvspoof_voice_v1,-,,,bonafide,VCC2SM3,4.352
voice_0039__phonefact_g711_ulaw,0,0.0,,1,0,voice,speech_only,vcc2018,low_m4a,,,,voice_0039,g711_ulaw,asvspoof_voice_v1,-,,,bonafide,VCC2SM3,4.352
voice_0039__phonefact_g726_24k,0,0.0,,1,0,voice,speech_only,vcc2018,low_m4a,,,,voice_0039,g726_24k,asvspoof_voice_v1,-,,,bonafide,VCC2SM3,4.352
voice_0039__phonefact_opus_nb_8k,0,0.0,,1,0,voice,speech_only,vcc2018,low_m4a,,,,voice_0039,opus_nb_8k,asvspoof_voice_v1,-,,,bonafide,VCC2SM3,4.352
voice_0040__phonefact_resample8k,0,0.0,,1,0,voice,speech_only,vcc2018,nocodec,,,,voice_0040,resample8k,asvspoof_voice_v1,-,,,bonafide,VCC2SF1,4.3179375
voice_0040__phonefact_g711_ulaw,0,0.0,,1,0,voice,speech_only,vcc2018,nocodec,,,,voice_0040,g711_ulaw,asvspoof_voice_v1,-,,,bonafide,VCC2SF1,4.3179375
voice_0040__phonefact_g726_24k,0,0.0,,1,0,voice,speech_only,vcc2018,nocodec,,,,voice_0040,g726_24k,asvspoof_voice_v1,-,,,bonafide,VCC2SF1,4.3179375
voice_0040__phonefact_opus_nb_8k,0,0.0,,1,0,voice,speech_only,vcc2018,nocodec,,,,voice_0040,opus_nb_8k,asvspoof_voice_v1,-,,,bonafide,VCC2SF1,4.3179375
voice_0041__phonefact_resample8k,0,0.0,,1,0,voice,speech_only,vcc2020,low_ogg,,,,voice_0041,resample8k,asvspoof_voice_v1,-,,,bonafide,TEM2,4.36
voice_0041__phonefact_g711_ulaw,0,0.0,,1,0,voice,speech_only,vcc2020,low_ogg,,,,voice_0041,g711_ulaw,asvspoof_voice_v1,-,,,bonafide,TEM2,4.36
voice_0041__phonefact_g726_24k,0,0.0,,1,0,voice,speech_only,vcc2020,low_ogg,,,,voice_0041,g726_24k,asvspoof_voice_v1,-,,,bonafide,TEM2,4.36
voice_0041__phonefact_opus_nb_8k,0,0.0,,1,0,voice,speech_only,vcc2020,low_ogg,,,,voice_0041,opus_nb_8k,asvspoof_voice_v1,-,,,bonafide,TEM2,4.36
voice_0042__phonefact_resample8k,0,0.0,,1,0,voice,speech_only,asvspoof,low_mp3,,,,voice_0042,resample8k,asvspoof_voice_v1,-,,,bonafide,LA_0013,5.33725
voice_0042__phonefact_g711_ulaw,0,0.0,,1,0,voice,speech_only,asvspoof,low_mp3,,,,voice_0042,g711_ulaw,asvspoof_voice_v1,-,,,bonafide,LA_0013,5.33725
voice_0042__phonefact_g726_24k,0,0.0,,1,0,voice,speech_only,asvspoof,low_mp3,,,,voice_0042,g726_24k,asvspoof_voice_v1,-,,,bonafide,LA_0013,5.33725
voice_0042__phonefact_opus_nb_8k,0,0.0,,1,0,voice,speech_only,asvspoof,low_mp3,,,,voice_0042,opus_nb_8k,asvspoof_voice_v1,-,,,bonafide,LA_0013,5.33725
voice_0043__phonefact_resample8k,0,0.0,,1,0,voice,speech_only,asvspoof,low_mp3,,,,voice_0043,resample8k,asvspoof_voice_v1,-,,,bonafide,LA_0030,5.3349375
voice_0043__phonefact_g711_ulaw,0,0.0,,1,0,voice,speech_only,asvspoof,low_mp3,,,,voice_0043,g711_ulaw,asvspoof_voice_v1,-,,,bonafide,LA_0030,5.3349375
voice_0043__phonefact_g726_24k,0,0.0,,1,0,voice,speech_only,asvspoof,low_mp3,,,,voice_0043,g726_24k,asvspoof_voice_v1,-,,,bonafide,LA_0030,5.3349375
voice_0043__phonefact_opus_nb_8k,0,0.0,,1,0,voice,speech_only,asvspoof,low_mp3,,,,voice_0043,opus_nb_8k,asvspoof_voice_v1,-,,,bonafide,LA_0030,5.3349375
voice_0044__phonefact_resample8k,0,0.0,,1,0,voice,speech_only,asvspoof,low_m4a,,,,voice_0044,resample8k,asvspoof_voice_v1,-,,,bonafide,LA_0002,4.864
voice_0044__phonefact_g711_ulaw,0,0.0,,1,0,voice,speech_only,asvspoof,low_m4a,,,,voice_0044,g711_ulaw,asvspoof_voice_v1,-,,,bonafide,LA_0002,4.864
voice_0044__phonefact_g726_24k,0,0.0,,1,0,voice,speech_only,asvspoof,low_m4a,,,,voice_0044,g726_24k,asvspoof_voice_v1,-,,,bonafide,LA_0002,4.864
voice_0044__phonefact_opus_nb_8k,0,0.0,,1,0,voice,speech_only,asvspoof,low_m4a,,,,voice_0044,opus_nb_8k,asvspoof_voice_v1,-,,,bonafide,LA_0002,4.864
voice_0045__phonefact_resample8k,0,0.0,,1,0,voice,speech_only,vcc2020,nocodec,,,,voice_0045,resample8k,asvspoof_voice_v1,-,,,bonafide,TFF1,4.768
voice_0045__phonefact_g711_ulaw,0,0.0,,1,0,voice,speech_only,vcc2020,nocodec,,,,voice_0045,g711_ulaw,asvspoof_voice_v1,-,,,bonafide,TFF1,4.768
voice_0045__phonefact_g726_24k,0,0.0,,1,0,voice,speech_only,vcc2020,nocodec,,,,voice_0045,g726_24k,asvspoof_voice_v1,-,,,bonafide,TFF1,4.768
voice_0045__phonefact_opus_nb_8k,0,0.0,,1,0,voice,speech_only,vcc2020,nocodec,,,,voice_0045,opus_nb_8k,asvspoof_voice_v1,-,,,bonafide,TFF1,4.768
voice_0046__phonefact_resample8k,0,0.0,,1,0,voice,speech_only,vcc2020,high_ogg,,,,voice_0046,resample8k,asvspoof_voice_v1,-,,,bonafide,TMF1,5.512
voice_0046__phonefact_g711_ulaw,0,0.0,,1,0,voice,speech_only,vcc2020,high_ogg,,,,voice_0046,g711_ulaw,asvspoof_voice_v1,-,,,bonafide,TMF1,5.512
voice_0046__phonefact_g726_24k,0,0.0,,1,0,voice,speech_only,vcc2020,high_ogg,,,,voice_0046,g726_24k,asvspoof_voice_v1,-,,,bonafide,TMF1,5.512
voice_0046__phonefact_opus_nb_8k,0,0.0,,1,0,voice,speech_only,vcc2020,high_ogg,,,,voice_0046,opus_nb_8k,asvspoof_voice_v1,-,,,bonafide,TMF1,5.512
voice_0047__phonefact_resample8k,0,0.0,,1,0,voice,speech_only,asvspoof,oggm4a,,,,voice_0047,resample8k,asvspoof_voice_v1,-,,,bonafide,LA_0002,8.768
voice_0047__phonefact_g711_ulaw,0,0.0,,1,0,voice,speech_only,asvspoof,oggm4a,,,,voice_0047,g711_ulaw,asvspoof_voice_v1,-,,,bonafide,LA_0002,8.768
voice_0047__phonefact_g726_24k,0,0.0,,1,0,voice,speech_only,asvspoof,oggm4a,,,,voice_0047,g726_24k,asvspoof_voice_v1,-,,,bonafide,LA_0002,8.768
voice_0047__phonefact_opus_nb_8k,0,0.0,,1,0,voice,speech_only,asvspoof,oggm4a,,,,voice_0047,opus_nb_8k,asvspoof_voice_v1,-,,,bonafide,LA_0002,8.768
voice_0048__phonefact_resample8k,0,0.0,,1,0,voice,speech_only,vcc2018,high_m4a,,,,voice_0048,resample8k,asvspoof_voice_v1,-,,,bonafide,VCC2SF3,4.352
voice_0048__phonefact_g711_ulaw,0,0.0,,1,0,voice,speech_only,vcc2018,high_m4a,,,,voice_0048,g711_ulaw,asvspoof_voice_v1,-,,,bonafide,VCC2SF3,4.352
voice_0048__phonefact_g726_24k,0,0.0,,1,0,voice,speech_only,vcc2018,high_m4a,,,,voice_0048,g726_24k,asvspoof_voice_v1,-,,,bonafide,VCC2SF3,4.352
voice_0048__phonefact_opus_nb_8k,0,0.0,,1,0,voice,speech_only,vcc2018,high_m4a,,,,voice_0048,opus_nb_8k,asvspoof_voice_v1,-,,,bonafide,VCC2SF3,4.352
voice_0049__phonefact_resample8k,0,0.0,,1,0,voice,speech_only,asvspoof,nocodec,,,,voice_0049,resample8k,asvspoof_voice_v1,-,,,bonafide,LA_0022,4.737
voice_0049__phonefact_g711_ulaw,0,0.0,,1,0,voice,speech_only,asvspoof,nocodec,,,,voice_0049,g711_ulaw,asvspoof_voice_v1,-,,,bonafide,LA_0022,4.737
voice_0049__phonefact_g726_24k,0,0.0,,1,0,voice,speech_only,asvspoof,nocodec,,,,voice_0049,g726_24k,asvspoof_voice_v1,-,,,bonafide,LA_0022,4.737
voice_0049__phonefact_opus_nb_8k,0,0.0,,1,0,voice,speech_only,asvspoof,nocodec,,,,voice_0049,opus_nb_8k,asvspoof_voice_v1,-,,,bonafide,LA_0022,4.737
voice_0100__phonefact_resample8k,1,1.0,,1,0,voice,speech_only,vcc2018,high_ogg,,,,voice_0100,resample8k,asvspoof_voice_v1,HUB-D04,,,traditional_vocoder,VCC2TM2,6.216
voice_0100__phonefact_g711_ulaw,1,1.0,,1,0,voice,speech_only,vcc2018,high_ogg,,,,voice_0100,g711_ulaw,asvspoof_voice_v1,HUB-D04,,,traditional_vocoder,VCC2TM2,6.216
voice_0100__phonefact_g726_24k,1,1.0,,1,0,voice,speech_only,vcc2018,high_ogg,,,,voice_0100,g726_24k,asvspoof_voice_v1,HUB-D04,,,traditional_vocoder,VCC2TM2,6.216
voice_0100__phonefact_opus_nb_8k,1,1.0,,1,0,voice,speech_only,vcc2018,high_ogg,,,,voice_0100,opus_nb_8k,asvspoof_voice_v1,HUB-D04,,,traditional_vocoder,VCC2TM2,6.216
voice_0101__phonefact_resample8k,1,1.0,,1,0,voice,speech_only,vcc2018,low_mp3,,,,voice_0101,resample8k,asvspoof_voice_v1,SPO-N05,,,traditional_vocoder,VCC2TF2,5.295875
voice_0101__phonefact_g711_ulaw,1,1.0,,1,0,voice,speech_only,vcc2018,low_mp3,,,,voice_0101,g711_ulaw,asvspoof_voice_v1,SPO-N05,,,traditional_vocoder,VCC2TF2,5.295875
voice_0101__phonefact_g726_24k,1,1.0,,1,0,voice,speech_only,vcc2018,low_mp3,,,,voice_0101,g726_24k,asvspoof_voice_v1,SPO-N05,,,traditional_vocoder,VCC2TF2,5.295875
voice_0101__phonefact_opus_nb_8k,1,1.0,,1,0,voice,speech_only,vcc2018,low_mp3,,,,voice_0101,opus_nb_8k,asvspoof_voice_v1,SPO-N05,,,traditional_vocoder,VCC2TF2,5.295875
voice_0102__phonefact_resample8k,1,1.0,,1,0,voice,speech_only,vcc2018,high_ogg,,,,voice_0102,resample8k,asvspoof_voice_v1,SPO-N18,,,traditional_vocoder,VCC2TF2,5.08
voice_0102__phonefact_g711_ulaw,1,1.0,,1,0,voice,speech_only,vcc2018,high_ogg,,,,voice_0102,g711_ulaw,asvspoof_voice_v1,SPO-N18,,,traditional_vocoder,VCC2TF2,5.08
voice_0102__phonefact_g726_24k,1,1.0,,1,0,voice,speech_only,vcc2018,high_ogg,,,,voice_0102,g726_24k,asvspoof_voice_v1,SPO-N18,,,traditional_vocoder,VCC2TF2,5.08
voice_0102__phonefact_opus_nb_8k,1,1.0,,1,0,voice,speech_only,vcc2018,high_ogg,,,,voice_0102,opus_nb_8k,asvspoof_voice_v1,SPO-N18,,,traditional_vocoder,VCC2TF2,5.08
voice_0103__phonefact_resample8k,1,1.0,,1,0,voice,speech_only,vcc2018,mp3m4a,,,,voice_0103,resample8k,asvspoof_voice_v1,HUB-D01,,,traditional_vocoder,VCC2TM1,4.8
voice_0103__phonefact_g711_ulaw,1,1.0,,1,0,voice,speech_only,vcc2018,mp3m4a,,,,voice_0103,g711_ulaw,asvspoof_voice_v1,HUB-D01,,,traditional_vocoder,VCC2TM1,4.8
voice_0103__phonefact_g726_24k,1,1.0,,1,0,voice,speech_only,vcc2018,mp3m4a,,,,voice_0103,g726_24k,asvspoof_voice_v1,HUB-D01,,,traditional_vocoder,VCC2TM1,4.8
voice_0103__phonefact_opus_nb_8k,1,1.0,,1,0,voice,speech_only,vcc2018,mp3m4a,,,,voice_0103,opus_nb_8k,asvspoof_voice_v1,HUB-D01,,,traditional_vocoder,VCC2TM1,4.8
voice_0104__phonefact_resample8k,1,1.0,,1,0,voice,speech_only,vcc2020,low_mp3,,,,voice_0104,resample8k,asvspoof_voice_v1,Task2-team16,,,neural_vocoder_nonautoregressive,TMF1,4.485
voice_0104__phonefact_g711_ulaw,1,1.0,,1,0,voice,speech_only,vcc2020,low_mp3,,,,voice_0104,g711_ulaw,asvspoof_voice_v1,Task2-team16,,,neural_vocoder_nonautoregressive,TMF1,4.485
voice_0104__phonefact_g726_24k,1,1.0,,1,0,voice,speech_only,vcc2020,low_mp3,,,,voice_0104,g726_24k,asvspoof_voice_v1,Task2-team16,,,neural_vocoder_nonautoregressive,TMF1,4.485
voice_0104__phonefact_opus_nb_8k,1,1.0,,1,0,voice,speech_only,vcc2020,low_mp3,,,,voice_0104,opus_nb_8k,asvspoof_voice_v1,Task2-team16,,,neural_vocoder_nonautoregressive,TMF1,4.485
voice_0105__phonefact_resample8k,1,1.0,,1,0,voice,speech_only,vcc2018,high_m4a,,,,voice_0105,resample8k,asvspoof_voice_v1,SPO-N18,,,traditional_vocoder,VCC2TM2,4.032
voice_0105__phonefact_g711_ulaw,1,1.0,,1,0,voice,speech_only,vcc2018,high_m4a,,,,voice_0105,g711_ulaw,asvspoof_voice_v1,SPO-N18,,,traditional_vocoder,VCC2TM2,4.032
voice_0105__phonefact_g726_24k,1,1.0,,1,0,voice,speech_only,vcc2018,high_m4a,,,,voice_0105,g726_24k,asvspoof_voice_v1,SPO-N18,,,traditional_vocoder,VCC2TM2,4.032
voice_0105__phonefact_opus_nb_8k,1,1.0,,1,0,voice,speech_only,vcc2018,high_m4a,,,,voice_0105,opus_nb_8k,asvspoof_voice_v1,SPO-N18,,,traditional_vocoder,VCC2TM2,4.032
voice_0106__phonefact_resample8k,1,1.0,,1,0,voice,speech_only,vcc2018,nocodec,,,,voice_0106,resample8k,asvspoof_voice_v1,SPO-N06,,,traditional_vocoder,VCC2TF1,5.3401875
voice_0106__phonefact_g711_ulaw,1,1.0,,1,0,voice,speech_only,vcc2018,nocodec,,,,voice_0106,g711_ulaw,asvspoof_voice_v1,SPO-N06,,,traditional_vocoder,VCC2TF1,5.3401875
voice_0106__phonefact_g726_24k,1,1.0,,1,0,voice,speech_only,vcc2018,nocodec,,,,voice_0106,g726_24k,asvspoof_voice_v1,SPO-N06,,,traditional_vocoder,VCC2TF1,5.3401875
voice_0106__phonefact_opus_nb_8k,1,1.0,,1,0,voice,speech_only,vcc2018,nocodec,,,,voice_0106,opus_nb_8k,asvspoof_voice_v1,SPO-N06,,,traditional_vocoder,VCC2TF1,5.3401875
voice_0107__phonefact_resample8k,1,1.0,,1,0,voice,speech_only,vcc2020,mp3m4a,,,,voice_0107,resample8k,asvspoof_voice_v1,Task2-team03,,,neural_vocoder_autoregressive,TFF1,4.096
voice_0107__phonefact_g711_ulaw,1,1.0,,1,0,voice,speech_only,vcc2020,mp3m4a,,,,voice_0107,g711_ulaw,asvspoof_voice_v1,Task2-team03,,,neural_vocoder_autoregressive,TFF1,4.096
voice_0107__phonefact_g726_24k,1,1.0,,1,0,voice,speech_only,vcc2020,mp3m4a,,,,voice_0107,g726_24k,asvspoof_voice_v1,Task2-team03,,,neural_vocoder_autoregressive,TFF1,4.096
voice_0107__phonefact_opus_nb_8k,1,1.0,,1,0,voice,speech_only,vcc2020,mp3m4a,,,,voice_0107,opus_nb_8k,asvspoof_voice_v1,Task2-team03,,,neural_vocoder_autoregressive,TFF1,4.096
voice_0108__phonefact_resample8k,1,1.0,,1,0,voice,speech_only,vcc2018,mp3m4a,,,,voice_0108,resample8k,asvspoof_voice_v1,HUB-B01,,,traditional_vocoder,VCC2TF2,6.272
voice_0108__phonefact_g711_ulaw,1,1.0,,1,0,voice,speech_only,vcc2018,mp3m4a,,,,voice_0108,g711_ulaw,asvspoof_voice_v1,HUB-B01,,,traditional_vocoder,VCC2TF2,6.272
voice_0108__phonefact_g726_24k,1,1.0,,1,0,voice,speech_only,vcc2018,mp3m4a,,,,voice_0108,g726_24k,asvspoof_voice_v1,HUB-B01,,,traditional_vocoder,VCC2TF2,6.272
voice_0108__phonefact_opus_nb_8k,1,1.0,,1,0,voice,speech_only,vcc2018,mp3m4a,,,,voice_0108,opus_nb_8k,asvspoof_voice_v1,HUB-B01,,,traditional_vocoder,VCC2TF2,6.272
voice_0109__phonefact_resample8k,1,1.0,,1,0,voice,speech_only,vcc2020,oggm4a,,,,voice_0109,resample8k,asvspoof_voice_v1,Task2-team12,,,traditional_vocoder,TFM1,4.544
voice_0109__phonefact_g711_ulaw,1,1.0,,1,0,voice,speech_only,vcc2020,oggm4a,,,,voice_0109,g711_ulaw,asvspoof_voice_v1,Task2-team12,,,traditional_vocoder,TFM1,4.544
voice_0109__phonefact_g726_24k,1,1.0,,1,0,voice,speech_only,vcc2020,oggm4a,,,,voice_0109,g726_24k,asvspoof_voice_v1,Task2-team12,,,traditional_vocoder,TFM1,4.544
voice_0109__phonefact_opus_nb_8k,1,1.0,,1,0,voice,speech_only,vcc2020,oggm4a,,,,voice_0109,opus_nb_8k,asvspoof_voice_v1,Task2-team12,,,traditional_vocoder,TFM1,4.544
voice_0110__phonefact_resample8k,1,1.0,,1,0,voice,speech_only,vcc2020,low_ogg,,,,voice_0110,resample8k,asvspoof_voice_v1,Task2-team13,,,neural_vocoder_autoregressive,TFF1,4.2
voice_0110__phonefact_g711_ulaw,1,1.0,,1,0,voice,speech_only,vcc2020,low_ogg,,,,voice_0110,g711_ulaw,asvspoof_voice_v1,Task2-team13,,,neural_vocoder_autoregressive,TFF1,4.2
voice_0110__phonefact_g726_24k,1,1.0,,1,0,voice,speech_only,vcc2020,low_ogg,,,,voice_0110,g726_24k,asvspoof_voice_v1,Task2-team13,,,neural_vocoder_autoregressive,TFF1,4.2
voice_0110__phonefact_opus_nb_8k,1,1.0,,1,0,voice,speech_only,vcc2020,low_ogg,,,,voice_0110,opus_nb_8k,asvspoof_voice_v1,Task2-team13,,,neural_vocoder_autoregressive,TFF1,4.2
voice_0111__phonefact_resample8k,1,1.0,,1,0,voice,speech_only,vcc2020,high_ogg,,,,voice_0111,resample8k,asvspoof_voice_v1,Task2-team20,,,neural_vocoder_nonautoregressive,TMF1,4.344
voice_0111__phonefact_g711_ulaw,1,1.0,,1,0,voice,speech_only,vcc2020,high_ogg,,,,voice_0111,g711_ulaw,asvspoof_voice_v1,Task2-team20,,,neural_vocoder_nonautoregressive,TMF1,4.344
voice_0111__phonefact_g726_24k,1,1.0,,1,0,voice,speech_only,vcc2020,high_ogg,,,,voice_0111,g726_24k,asvspoof_voice_v1,Task2-team20,,,neural_vocoder_nonautoregressive,TMF1,4.344
voice_0111__phonefact_opus_nb_8k,1,1.0,,1,0,voice,speech_only,vcc2020,high_ogg,,,,voice_0111,opus_nb_8k,asvspoof_voice_v1,Task2-team20,,,neural_vocoder_nonautoregressive,TMF1,4.344
voice_0112__phonefact_resample8k,1,1.0,,1,0,voice,speech_only,vcc2018,nocodec,,,,voice_0112,resample8k,asvspoof_voice_v1,HUB-N13,,,traditional_vocoder,VCC2TM2,4.1621875
voice_0112__phonefact_g711_ulaw,1,1.0,,1,0,voice,speech_only,vcc2018,nocodec,,,,voice_0112,g711_ulaw,asvspoof_voice_v1,HUB-N13,,,traditional_vocoder,VCC2TM2,4.1621875
voice_0112__phonefact_g726_24k,1,1.0,,1,0,voice,speech_only,vcc2018,nocodec,,,,voice_0112,g726_24k,asvspoof_voice_v1,HUB-N13,,,traditional_vocoder,VCC2TM2,4.1621875
voice_0112__phonefact_opus_nb_8k,1,1.0,,1,0,voice,speech_only,vcc2018,nocodec,,,,voice_0112,opus_nb_8k,asvspoof_voice_v1,HUB-N13,,,traditional_vocoder,VCC2TM2,4.1621875
