ID,FILE_FAKE,VOICE_FAKE,MUSIC_FAKE,VOICE_PRESENT,MUSIC_PRESENT,AUDIO_TYPE,CONDITION,SOURCE,CODEC,VOICE_SOURCE_ID,MUSIC_SOURCE_ID,VOICE_GENERATOR,MUSIC_GENERATOR,SNR_DB,ORIGINAL_SPLIT,SOURCE_FILE,DATASET,PATH,MIX_MODE,COMPONENT_CASE,EVAL_CELL,CHANNEL,SPLIT,VOICE_SPEAKER,MUSIC_GROUP_ID,OVERLAP_FRACTION,ORDER,DURATION,FILE_EXTENSION,GENERATOR,GROUP_ID,VOCODER,SPEAKER,PARENT_ID,STRESS_VARIANT,CATEGORY,GENDER,AGE,VOICE_SCREEN,MUSIC_SCREEN,FMA_TRACK_ID,ORIGINAL_AUDIO,GENERATION_TYPE,GENRE,BASE_ID,VOICE_ARCHIVE_ID,VOICE_ARCHIVE_MEMBER,MUSIC_VOCAL_SCREEN,MUSIC_ARCHIVE_ID,MUSIC_ARCHIVE_MEMBER,GAP_SECONDS,SOURCE_DATASET,PROVENANCE_MODE,CELL_V57,LAYOUT_V57,CHANNEL_V57,VOICE_GENERATOR_V57,MUSIC_GENERATOR_V57,VOICE_FAKE_PROB,VOICE_BACKGROUND_LABEL_UNVERIFIED
pmv3_0086__g722_wb,0,0.0,0.0,1,1,mixed,,,,LA_E_1198781,065752,bonafide,FMA,,,,codec_mixed_dev_v4,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4/audio/pmv3_0086__g722_wb.flac,sequential,RR,sequential__RR,g722_wb,,LA_0007,fma:65752,0.0,music_first,10.28825,,,,,,pmv3_0086,,,,,,,,,,,pmv3_0086,RS_ASVspoof_LA_E_1198781,unmixed_dataset/eval/RS_ASVspoof_LA_E_1198781.wav,unscreened_real_noncausal,RM_065_065752,unmixed_dataset/eval/RM_065_065752.wav,0.2,MixFake_official_eval,strict,RR,sequential,g722_wb,bonafide,FMA,0.002920408733189106,False
pmv3_0086__opus_nb_8k,0,0.0,0.0,1,1,mixed,,,,LA_E_1198781,065752,bonafide,FMA,,,,codec_mixed_dev_v4,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4/audio/pmv3_0086__opus_nb_8k.flac,sequential,RR,sequential__RR,opus_nb_8k,,LA_0007,fma:65752,0.0,music_first,10.28825,,,,,,pmv3_0086,,,,,,,,,,,pmv3_0086,RS_ASVspoof_LA_E_1198781,unmixed_dataset/eval/RS_ASVspoof_LA_E_1198781.wav,unscreened_real_noncausal,RM_065_065752,unmixed_dataset/eval/RM_065_065752.wav,0.2,MixFake_official_eval,strict,RR,sequential,opus_nb_8k,bonafide,FMA,0.019133659079670906,False
pmv3_0086__transcode_g711_opus,0,0.0,0.0,1,1,mixed,,,,LA_E_1198781,065752,bonafide,FMA,,,,codec_mixed_dev_v4,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4/audio/pmv3_0086__transcode_g711_opus.flac,sequential,RR,sequential__RR,transcode_g711_opus,,LA_0007,fma:65752,0.0,music_first,10.28825,,,,,,pmv3_0086,,,,,,,,,,,pmv3_0086,RS_ASVspoof_LA_E_1198781,unmixed_dataset/eval/RS_ASVspoof_LA_E_1198781.wav,unscreened_real_noncausal,RM_065_065752,unmixed_dataset/eval/RM_065_065752.wav,0.2,MixFake_official_eval,strict,RR,sequential,transcode_g711_opus,bonafide,FMA,0.05452395975589752,False
pmv3_0087__clean,0,0.0,0.0,1,1,mixed,,,,LA_E_6261172,066655,bonafide,FMA,,,,codec_mixed_dev_v4,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4/audio/pmv3_0087__clean.flac,sequential,RR,sequential__RR,clean,,LA_0052,fma:66655,0.0,voice_first,11.7814375,,,,,,pmv3_0087,,,,,,,,,,,pmv3_0087,RS_ASVspoof_LA_E_6261172,unmixed_dataset/eval/RS_ASVspoof_LA_E_6261172.wav,unscreened_real_noncausal,RM_066_066655,unmixed_dataset/eval/RM_066_066655.wav,0.2,MixFake_official_eval,strict,RR,sequential,clean,bonafide,FMA,0.7730304598808289,False
pmv3_0087__g711_ulaw,0,0.0,0.0,1,1,mixed,,,,LA_E_6261172,066655,bonafide,FMA,,,,codec_mixed_dev_v4,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4/audio/pmv3_0087__g711_ulaw.flac,sequential,RR,sequential__RR,g711_ulaw,,LA_0052,fma:66655,0.0,voice_first,11.7815,,,,,,pmv3_0087,,,,,,,,,,,pmv3_0087,RS_ASVspoof_LA_E_6261172,unmixed_dataset/eval/RS_ASVspoof_LA_E_6261172.wav,unscreened_real_noncausal,RM_066_066655,unmixed_dataset/eval/RM_066_066655.wav,0.2,MixFake_official_eval,strict,RR,sequential,g711_ulaw,bonafide,FMA,0.7665023803710938,False
pmv3_0087__g722_wb,0,0.0,0.0,1,1,mixed,,,,LA_E_6261172,066655,bonafide,FMA,,,,codec_mixed_dev_v4,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4/audio/pmv3_0087__g722_wb.flac,sequential,RR,sequential__RR,g722_wb,,LA_0052,fma:66655,0.0,voice_first,11.7815,,,,,,pmv3_0087,,,,,,,,,,,pmv3_0087,RS_ASVspoof_LA_E_6261172,unmixed_dataset/eval/RS_ASVspoof_LA_E_6261172.wav,unscreened_real_noncausal,RM_066_066655,unmixed_dataset/eval/RM_066_066655.wav,0.2,MixFake_official_eval,strict,RR,sequential,g722_wb,bonafide,FMA,0.8244391083717346,False
pmv3_0087__opus_nb_8k,0,0.0,0.0,1,1,mixed,,,,LA_E_6261172,066655,bonafide,FMA,,,,codec_mixed_dev_v4,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4/audio/pmv3_0087__opus_nb_8k.flac,sequential,RR,sequential__RR,opus_nb_8k,,LA_0052,fma:66655,0.0,voice_first,11.7815,,,,,,pmv3_0087,,,,,,,,,,,pmv3_0087,RS_ASVspoof_LA_E_6261172,unmixed_dataset/eval/RS_ASVspoof_LA_E_6261172.wav,unscreened_real_noncausal,RM_066_066655,unmixed_dataset/eval/RM_066_066655.wav,0.2,MixFake_official_eval,strict,RR,sequential,opus_nb_8k,bonafide,FMA,0.8095188736915588,False
pmv3_0087__transcode_g711_opus,0,0.0,0.0,1,1,mixed,,,,LA_E_6261172,066655,bonafide,FMA,,,,codec_mixed_dev_v4,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4/audio/pmv3_0087__transcode_g711_opus.flac,sequential,RR,sequential__RR,transcode_g711_opus,,LA_0052,fma:66655,0.0,voice_first,11.7815,,,,,,pmv3_0087,,,,,,,,,,,pmv3_0087,RS_ASVspoof_LA_E_6261172,unmixed_dataset/eval/RS_ASVspoof_LA_E_6261172.wav,unscreened_real_noncausal,RM_066_066655,unmixed_dataset/eval/RM_066_066655.wav,0.2,MixFake_official_eval,strict,RR,sequential,transcode_g711_opus,bonafide,FMA,0.7181309461593628,False
pmv3_0088__clean,0,0.0,0.0,1,1,mixed,,,,LA_E_2880944,126884,bonafide,FMA,,,,codec_mixed_dev_v4,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4/audio/pmv3_0088__clean.flac,sequential,RR,sequential__RR,clean,,LA_0030,fma:126884,0.0,voice_first,12.8463125,,,,,,pmv3_0088,,,,,,,,,,,pmv3_0088,RS_ASVspoof_LA_E_2880944,unmixed_dataset/eval/RS_ASVspoof_LA_E_2880944.wav,unscreened_real_noncausal,RM_126_126884,unmixed_dataset/eval/RM_126_126884.wav,0.5,MixFake_official_eval,strict,RR,sequential,clean,bonafide,FMA,0.12418989092111588,False
pmv3_0088__g711_ulaw,0,0.0,0.0,1,1,mixed,,,,LA_E_2880944,126884,bonafide,FMA,,,,codec_mixed_dev_v4,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4/audio/pmv3_0088__g711_ulaw.flac,sequential,RR,sequential__RR,g711_ulaw,,LA_0030,fma:126884,0.0,voice_first,12.846375,,,,,,pmv3_0088,,,,,,,,,,,pmv3_0088,RS_ASVspoof_LA_E_2880944,unmixed_dataset/eval/RS_ASVspoof_LA_E_2880944.wav,unscreened_real_noncausal,RM_126_126884,unmixed_dataset/eval/RM_126_126884.wav,0.5,MixFake_official_eval,strict,RR,sequential,g711_ulaw,bonafide,FMA,0.013291142880916595,False
pmv3_0088__g722_wb,0,0.0,0.0,1,1,mixed,,,,LA_E_2880944,126884,bonafide,FMA,,,,codec_mixed_dev_v4,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4/audio/pmv3_0088__g722_wb.flac,sequential,RR,sequential__RR,g722_wb,,LA_0030,fma:126884,0.0,voice_first,12.846375,,,,,,pmv3_0088,,,,,,,,,,,pmv3_0088,RS_ASVspoof_LA_E_2880944,unmixed_dataset/eval/RS_ASVspoof_LA_E_2880944.wav,unscreened_real_noncausal,RM_126_126884,unmixed_dataset/eval/RM_126_126884.wav,0.5,MixFake_official_eval,strict,RR,sequential,g722_wb,bonafide,FMA,0.1899356096982956,False
pmv3_0088__opus_nb_8k,0,0.0,0.0,1,1,mixed,,,,LA_E_2880944,126884,bonafide,FMA,,,,codec_mixed_dev_v4,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4/audio/pmv3_0088__opus_nb_8k.flac,sequential,RR,sequential__RR,opus_nb_8k,,LA_0030,fma:126884,0.0,voice_first,12.846375,,,,,,pmv3_0088,,,,,,,,,,,pmv3_0088,RS_ASVspoof_LA_E_2880944,unmixed_dataset/eval/RS_ASVspoof_LA_E_2880944.wav,unscreened_real_noncausal,RM_126_126884,unmixed_dataset/eval/RM_126_126884.wav,0.5,MixFake_official_eval,strict,RR,sequential,opus_nb_8k,bonafide,FMA,0.0076774549670517445,False
pmv3_0088__transcode_g711_opus,0,0.0,0.0,1,1,mixed,,,,LA_E_2880944,126884,bonafide,FMA,,,,codec_mixed_dev_v4,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4/audio/pmv3_0088__transcode_g711_opus.flac,sequential,RR,sequential__RR,transcode_g711_opus,,LA_0030,fma:126884,0.0,voice_first,12.846375,,,,,,pmv3_0088,,,,,,,,,,,pmv3_0088,RS_ASVspoof_LA_E_2880944,unmixed_dataset/eval/RS_ASVspoof_LA_E_2880944.wav,unscreened_real_noncausal,RM_126_126884,unmixed_dataset/eval/RM_126_126884.wav,0.5,MixFake_official_eval,strict,RR,sequential,transcode_g711_opus,bonafide,FMA,0.009029481559991837,False
pmv3_0089__clean,0,0.0,0.0,1,1,mixed,,,,LA_E_8527263,097775,bonafide,FMA,,,,codec_mixed_dev_v4,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4/audio/pmv3_0089__clean.flac,sequential,RR,sequential__RR,clean,,LA_0056,fma:97775,0.0,voice_first,10.2433125,,,,,,pmv3_0089,,,,,,,,,,,pmv3_0089,RS_ASVspoof_LA_E_8527263,unmixed_dataset/eval/RS_ASVspoof_LA_E_8527263.wav,unscreened_real_noncausal,RM_097_097775,unmixed_dataset/eval/RM_097_097775.wav,0.5,MixFake_official_eval,strict,RR,sequential,clean,bonafide,FMA,0.03150656074285507,False
pmv3_0089__g711_ulaw,0,0.0,0.0,1,1,mixed,,,,LA_E_8527263,097775,bonafide,FMA,,,,codec_mixed_dev_v4,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4/audio/pmv3_0089__g711_ulaw.flac,sequential,RR,sequential__RR,g711_ulaw,,LA_0056,fma:97775,0.0,voice_first,10.243375,,,,,,pmv3_0089,,,,,,,,,,,pmv3_0089,RS_ASVspoof_LA_E_8527263,unmixed_dataset/eval/RS_ASVspoof_LA_E_8527263.wav,unscreened_real_noncausal,RM_097_097775,unmixed_dataset/eval/RM_097_097775.wav,0.5,MixFake_official_eval,strict,RR,sequential,g711_ulaw,bonafide,FMA,0.042182229459285736,False
pmv3_0089__g722_wb,0,0.0,0.0,1,1,mixed,,,,LA_E_8527263,097775,bonafide,FMA,,,,codec_mixed_dev_v4,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4/audio/pmv3_0089__g722_wb.flac,sequential,RR,sequential__RR,g722_wb,,LA_0056,fma:97775,0.0,voice_first,10.243375,,,,,,pmv3_0089,,,,,,,,,,,pmv3_0089,RS_ASVspoof_LA_E_8527263,unmixed_dataset/eval/RS_ASVspoof_LA_E_8527263.wav,unscreened_real_noncausal,RM_097_097775,unmixed_dataset/eval/RM_097_097775.wav,0.5,MixFake_official_eval,strict,RR,sequential,g722_wb,bonafide,FMA,0.055235061794519424,False
pmv3_0089__opus_nb_8k,0,0.0,0.0,1,1,mixed,,,,LA_E_8527263,097775,bonafide,FMA,,,,codec_mixed_dev_v4,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4/audio/pmv3_0089__opus_nb_8k.flac,sequential,RR,sequential__RR,opus_nb_8k,,LA_0056,fma:97775,0.0,voice_first,10.243375,,,,,,pmv3_0089,,,,,,,,,,,pmv3_0089,RS_ASVspoof_LA_E_8527263,unmixed_dataset/eval/RS_ASVspoof_LA_E_8527263.wav,unscreened_real_noncausal,RM_097_097775,unmixed_dataset/eval/RM_097_097775.wav,0.5,MixFake_official_eval,strict,RR,sequential,opus_nb_8k,bonafide,FMA,0.023655517026782036,False
pmv3_0089__transcode_g711_opus,0,0.0,0.0,1,1,mixed,,,,LA_E_8527263,097775,bonafide,FMA,,,,codec_mixed_dev_v4,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4/audio/pmv3_0089__transcode_g711_opus.flac,sequential,RR,sequential__RR,transcode_g711_opus,,LA_0056,fma:97775,0.0,voice_first,10.243375,,,,,,pmv3_0089,,,,,,,,,,,pmv3_0089,RS_ASVspoof_LA_E_8527263,unmixed_dataset/eval/RS_ASVspoof_LA_E_8527263.wav,unscreened_real_noncausal,RM_097_097775,unmixed_dataset/eval/RM_097_097775.wav,0.5,MixFake_official_eval,strict,RR,sequential,transcode_g711_opus,bonafide,FMA,0.03608131408691406,False
pmv3_0090__clean,1,0.0,1.0,1,1,mixed,,,,LA_E_2421137,FM_audioldm2_fxdWwzdeY_o,bonafide,audioldm2,,,,codec_mixed_dev_v4,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4/audio/pmv3_0090__clean.flac,sequential,RF,sequential__RF,clean,,LA_0037,fmc:fxdWwzdeY_o,0.0,voice_first,10.686375,,,,,,pmv3_0090,,,,,,,,,,,pmv3_0090,RS_ASVspoof_LA_E_2421137,unmixed_dataset/eval/RS_ASVspoof_LA_E_2421137.wav,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_audioldm2_fxdWwzdeY_o,unmixed_dataset/eval/FM_audioldm2_fxdWwzdeY_o.wav,0.0,MixFake_official_eval,strict,RF,sequential,clean,bonafide,audioldm2,0.6695210337638855,True
pmv3_0090__g711_ulaw,1,0.0,1.0,1,1,mixed,,,,LA_E_2421137,FM_audioldm2_fxdWwzdeY_o,bonafide,audioldm2,,,,codec_mixed_dev_v4,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4/audio/pmv3_0090__g711_ulaw.flac,sequential,RF,sequential__RF,g711_ulaw,,LA_0037,fmc:fxdWwzdeY_o,0.0,voice_first,10.686375,,,,,,pmv3_0090,,,,,,,,,,,pmv3_0090,RS_ASVspoof_LA_E_2421137,unmixed_dataset/eval/RS_ASVspoof_LA_E_2421137.wav,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_audioldm2_fxdWwzdeY_o,unmixed_dataset/eval/FM_audioldm2_fxdWwzdeY_o.wav,0.0,MixFake_official_eval,strict,RF,sequential,g711_ulaw,bonafide,audioldm2,0.6225160360336304,True
pmv3_0090__g722_wb,1,0.0,1.0,1,1,mixed,,,,LA_E_2421137,FM_audioldm2_fxdWwzdeY_o,bonafide,audioldm2,,,,codec_mixed_dev_v4,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4/audio/pmv3_0090__g722_wb.flac,sequential,RF,sequential__RF,g722_wb,,LA_0037,fmc:fxdWwzdeY_o,0.0,voice_first,10.686375,,,,,,pmv3_0090,,,,,,,,,,,pmv3_0090,RS_ASVspoof_LA_E_2421137,unmixed_dataset/eval/RS_ASVspoof_LA_E_2421137.wav,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_audioldm2_fxdWwzdeY_o,unmixed_dataset/eval/FM_audioldm2_fxdWwzdeY_o.wav,0.0,MixFake_official_eval,strict,RF,sequential,g722_wb,bonafide,audioldm2,0.7837966680526733,True
pmv3_0090__opus_nb_8k,1,0.0,1.0,1,1,mixed,,,,LA_E_2421137,FM_audioldm2_fxdWwzdeY_o,bonafide,audioldm2,,,,codec_mixed_dev_v4,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4/audio/pmv3_0090__opus_nb_8k.flac,sequential,RF,sequential__RF,opus_nb_8k,,LA_0037,fmc:fxdWwzdeY_o,0.0,voice_first,10.686375,,,,,,pmv3_0090,,,,,,,,,,,pmv3_0090,RS_ASVspoof_LA_E_2421137,unmixed_dataset/eval/RS_ASVspoof_LA_E_2421137.wav,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_audioldm2_fxdWwzdeY_o,unmixed_dataset/eval/FM_audioldm2_fxdWwzdeY_o.wav,0.0,MixFake_official_eval,strict,RF,sequential,opus_nb_8k,bonafide,audioldm2,0.6503475308418274,True
pmv3_0090__transcode_g711_opus,1,0.0,1.0,1,1,mixed,,,,LA_E_2421137,FM_audioldm2_fxdWwzdeY_o,bonafide,audioldm2,,,,codec_mixed_dev_v4,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4/audio/pmv3_0090__transcode_g711_opus.flac,sequential,RF,sequential__RF,transcode_g711_opus,,LA_0037,fmc:fxdWwzdeY_o,0.0,voice_first,10.686375,,,,,,pmv3_0090,,,,,,,,,,,pmv3_0090,RS_ASVspoof_LA_E_2421137,unmixed_dataset/eval/RS_ASVspoof_LA_E_2421137.wav,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_audioldm2_fxdWwzdeY_o,unmixed_dataset/eval/FM_audioldm2_fxdWwzdeY_o.wav,0.0,MixFake_official_eval,strict,RF,sequential,transcode_g711_opus,bonafide,audioldm2,0.8045065402984619,True
pmv3_0091__clean,1,0.0,1.0,1,1,mixed,,,,LA_E_8672894,FM_mustango_1cwGW0cBdRs,bonafide,mustango,,,,codec_mixed_dev_v4,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4/audio/pmv3_0091__clean.flac,sequential,RF,sequential__RF,clean,,LA_0066,fmc:1cwGW0cBdRs,0.0,music_first,11.5829375,,,,,,pmv3_0091,,,,,,,,,,,pmv3_0091,RS_ASVspoof_LA_E_8672894,unmixed_dataset/eval/RS_ASVspoof_LA_E_8672894.wav,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_mustango_1cwGW0cBdRs,unmixed_dataset/eval/FM_mustango_1cwGW0cBdRs.wav,0.0,MixFake_official_eval,strict,RF,sequential,clean,bonafide,mustango,0.001750853261910379,True
pmv3_0091__g711_ulaw,1,0.0,1.0,1,1,mixed,,,,LA_E_8672894,FM_mustango_1cwGW0cBdRs,bonafide,mustango,,,,codec_mixed_dev_v4,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4/audio/pmv3_0091__g711_ulaw.flac,sequential,RF,sequential__RF,g711_ulaw,,LA_0066,fmc:1cwGW0cBdRs,0.0,music_first,11.583,,,,,,pmv3_0091,,,,,,,,,,,pmv3_0091,RS_ASVspoof_LA_E_8672894,unmixed_dataset/eval/RS_ASVspoof_LA_E_8672894.wav,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_mustango_1cwGW0cBdRs,unmixed_dataset/eval/FM_mustango_1cwGW0cBdRs.wav,0.0,MixFake_official_eval,strict,RF,sequential,g711_ulaw,bonafide,mustango,0.0016391316894441843,True
pmv3_0091__g722_wb,1,0.0,1.0,1,1,mixed,,,,LA_E_8672894,FM_mustango_1cwGW0cBdRs,bonafide,mustango,,,,codec_mixed_dev_v4,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4/audio/pmv3_0091__g722_wb.flac,sequential,RF,sequential__RF,g722_wb,,LA_0066,fmc:1cwGW0cBdRs,0.0,music_first,11.583,,,,,,pmv3_0091,,,,,,,,,,,pmv3_0091,RS_ASVspoof_LA_E_8672894,unmixed_dataset/eval/RS_ASVspoof_LA_E_8672894.wav,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_mustango_1cwGW0cBdRs,unmixed_dataset/eval/FM_mustango_1cwGW0cBdRs.wav,0.0,MixFake_official_eval,strict,RF,sequential,g722_wb,bonafide,mustango,0.0014197849668562412,True
pmv3_0091__opus_nb_8k,1,0.0,1.0,1,1,mixed,,,,LA_E_8672894,FM_mustango_1cwGW0cBdRs,bonafide,mustango,,,,codec_mixed_dev_v4,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4/audio/pmv3_0091__opus_nb_8k.flac,sequential,RF,sequential__RF,opus_nb_8k,,LA_0066,fmc:1cwGW0cBdRs,0.0,music_first,11.583,,,,,,pmv3_0091,,,,,,,,,,,pmv3_0091,RS_ASVspoof_LA_E_8672894,unmixed_dataset/eval/RS_ASVspoof_LA_E_8672894.wav,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_mustango_1cwGW0cBdRs,unmixed_dataset/eval/FM_mustango_1cwGW0cBdRs.wav,0.0,MixFake_official_eval,strict,RF,sequential,opus_nb_8k,bonafide,mustango,0.0001569456944707781,True
pmv3_0091__transcode_g711_opus,1,0.0,1.0,1,1,mixed,,,,LA_E_8672894,FM_mustango_1cwGW0cBdRs,bonafide,mustango,,,,codec_mixed_dev_v4,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4/audio/pmv3_0091__transcode_g711_opus.flac,sequential,RF,sequential__RF,transcode_g711_opus,,LA_0066,fmc:1cwGW0cBdRs,0.0,music_first,11.583,,,,,,pmv3_0091,,,,,,,,,,,pmv3_0091,RS_ASVspoof_LA_E_8672894,unmixed_dataset/eval/RS_ASVspoof_LA_E_8672894.wav,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_mustango_1cwGW0cBdRs,unmixed_dataset/eval/FM_mustango_1cwGW0cBdRs.wav,0.0,MixFake_official_eval,strict,RF,sequential,transcode_g711_opus,bonafide,mustango,0.0008572074002586305,True
pmv3_0092__clean,1,0.0,1.0,1,1,mixed,,,,LA_E_1790335,FM_musicldm_HH3ryAEP308,bonafide,musicldm,,,,codec_mixed_dev_v4,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4/audio/pmv3_0092__clean.flac,sequential,RF,sequential__RF,clean,,LA_0043,fmc:HH3ryAEP308,0.0,voice_first,11.198375,,,,,,pmv3_0092,,,,,,,,,,,pmv3_0092,RS_ASVspoof_LA_E_1790335,unmixed_dataset/eval/RS_ASVspoof_LA_E_1790335.wav,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_musicldm_HH3ryAEP308,unmixed_dataset/eval/FM_musicldm_HH3ryAEP308.wav,0.0,MixFake_official_eval,strict,RF,sequential,clean,bonafide,musicldm,0.18472938239574432,True
pmv3_0092__g711_ulaw,1,0.0,1.0,1,1,mixed,,,,LA_E_1790335,FM_musicldm_HH3ryAEP308,bonafide,musicldm,,,,codec_mixed_dev_v4,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4/audio/pmv3_0092__g711_ulaw.flac,sequential,RF,sequential__RF,g711_ulaw,,LA_0043,fmc:HH3ryAEP308,0.0,voice_first,11.198375,,,,,,pmv3_0092,,,,,,,,,,,pmv3_0092,RS_ASVspoof_LA_E_1790335,unmixed_dataset/eval/RS_ASVspoof_LA_E_1790335.wav,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_musicldm_HH3ryAEP308,unmixed_dataset/eval/FM_musicldm_HH3ryAEP308.wav,0.0,MixFake_official_eval,strict,RF,sequential,g711_ulaw,bonafide,musicldm,0.11760393530130386,True
pmv3_0092__g722_wb,1,0.0,1.0,1,1,mixed,,,,LA_E_1790335,FM_musicldm_HH3ryAEP308,bonafide,musicldm,,,,codec_mixed_dev_v4,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4/audio/pmv3_0092__g722_wb.flac,sequential,RF,sequential__RF,g722_wb,,LA_0043,fmc:HH3ryAEP308,0.0,voice_first,11.198375,,,,,,pmv3_0092,,,,,,,,,,,pmv3_0092,RS_ASVspoof_LA_E_1790335,unmixed_dataset/eval/RS_ASVspoof_LA_E_1790335.wav,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_musicldm_HH3ryAEP308,unmixed_dataset/eval/FM_musicldm_HH3ryAEP308.wav,0.0,MixFake_official_eval,strict,RF,sequential,g722_wb,bonafide,musicldm,0.2127208560705185,True
pmv3_0092__opus_nb_8k,1,0.0,1.0,1,1,mixed,,,,LA_E_1790335,FM_musicldm_HH3ryAEP308,bonafide,musicldm,,,,codec_mixed_dev_v4,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4/audio/pmv3_0092__opus_nb_8k.flac,sequential,RF,sequential__RF,opus_nb_8k,,LA_0043,fmc:HH3ryAEP308,0.0,voice_first,11.198375,,,,,,pmv3_0092,,,,,,,,,,,pmv3_0092,RS_ASVspoof_LA_E_1790335,unmixed_dataset/eval/RS_ASVspoof_LA_E_1790335.wav,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_musicldm_HH3ryAEP308,unmixed_dataset/eval/FM_musicldm_HH3ryAEP308.wav,0.0,MixFake_official_eval,strict,RF,sequential,opus_nb_8k,bonafide,musicldm,0.08195147663354874,True
pmv3_0092__transcode_g711_opus,1,0.0,1.0,1,1,mixed,,,,LA_E_1790335,FM_musicldm_HH3ryAEP308,bonafide,musicldm,,,,codec_mixed_dev_v4,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_dev_v4/audio/pmv3_0092__transcode_g711_opus.flac,sequential,RF,sequential__RF,transcode_g711_opus,,LA_0043,fmc:HH3ryAEP308,0.0,voice_first,11.198375,,,,,,pmv3_0092,,,,,,,,,,,pmv3_0092,RS_ASVspoof_LA_E_1790335,unmixed_dataset/eval/RS_ASVspoof_LA_E_1790335.wav,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_musicldm_HH3ryAEP308,unmixed_dataset/eval/FM_musicldm_HH3ryAEP308.wav,0.0,MixFake_official_eval,strict,RF,sequential,transcode_g711_opus,bonafide,musicldm,0.4342482388019562,True
